"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL3341891"	""	"None"	"392.89"	"1"	"5.65"	"40"	"O=C(Nc1cccc(Cl)c1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1"	"Activity"	"'='"	"19.6"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3366074"	"Agonist activity at human CB1 receptor stably expressed in RD-HGA16 cells assessed as calcium mobilization at 10000 nM after 15 mins by FLIPR assay relative to CP55,940"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"RD-HGA16"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351332"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""
"CHEMBL4470152"	""	"None"	"290.43"	"0"	"3.46"	"3m"	"Cc1nc(C)c(C(=O)NC23CC4CC(CC(C4)C2)C3)s1"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4367883"	"Agonist activity at N-terminal Flag epitope tagged CB1 (unknown origin) expressed in HTLA cells assessed as increase of beta-arrestin recruitment by Tango assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364306"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL476325"	""	"None"	"432.70"	"1"	"7.61"	"AMG3"	"CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)SCCS1"	"Ki"	"'='"	"0.32"	"nM"	"9.49"	""	""	"UO_0000065"	"21.94"	"0.45"	"1.88"	"32.23"	"0"	"CHEMBL993559"	"Binding affinity to CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155800"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2008"	"None"	""
"CHEMBL3984450"	""	"None"	"430.55"	"0"	"2.13"	"BDBM210527"	"CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccc(N2CCC23COC3)c(OCC2CC2)n1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	"372016"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3888088"	"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated."	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886568"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3308072"	""
"CHEMBL391133"	""	"None"	"353.51"	"1"	"5.26"	"16c"	"CNC(=O)CCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(O)c1"	"Ki"	"'='"	"96.0"	"nM"	"7.02"	""	""	"UO_0000065"	"19.85"	"0.37"	"1.76"	"14.23"	"0"	"CHEMBL896457"	"Displacement of [3H]CP-55940 from cloned human CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148889"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""
"CHEMBL83668"	"TOLNAFTATE"	"4.0"	"307.42"	"0"	"4.95"	"TOLNAFTATE"	"Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL3093359"	""	"None"	"538.65"	"1"	"2.98"	"3"	"COc1ccc(S(=O)(=O)c2ccc([C@H](C)NS(C)(=O)=O)cc2)c(S(=O)(=O)c2ccc(O[11CH3])cc2)c1"	"Ki"	"'='"	"79.0"	"nM"	"7.10"	""	""	"UO_0000065"	"13.16"	"0.28"	"4.12"	"5.34"	"0"	"CHEMBL3097437"	"Binding affinity to human cannabinoid CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091446"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"None"	""
"CHEMBL1807842"	""	"None"	"446.36"	"0"	"4.83"	"4b"	"Cc1c(CCN2CCOCC2)c2cc(O[11CH3])ccc2n1C(=O)c1cccc(Cl)c1Cl"	"Ki"	"'='"	"6000.0"	"nM"	"5.22"	""	""	"UO_0000065"	"11.67"	"0.24"	"0.39"	"11.95"	"0"	"CHEMBL3097437"	"Binding affinity to human cannabinoid CB1 receptor"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091446"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2013"	"None"	""
"CHEMBL3322350"	""	"None"	"1060.83"	"None"	"None"	"18"	"Cc1c(C(=O)NCCCCCCCN(CCCCCCCNC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)Cc2ccccc2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Emax"	"'='"	"67.55"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3380623"	"Inverse agonist activity at human CB1 receptor expressed in Sf9 cells coexpressing Gbeta1gamma2 and RSG4 assessed as degradation of [gamma-33P]GTP at 30 uM after 20 mins by steady-state GTPase assay relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351293"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"CHEMBL3308860"	""
"CHEMBL447"	"SECOBARBITAL"	"4.0"	"238.29"	"0"	"1.35"	"SECOBARBITAL"	"C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL25719"	"GERANIOL"	"None"	"154.25"	"0"	"2.67"	"GERANIOL"	"CC(C)=CCC/C(C)=C/CO"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL3322479"	""	"None"	"1019.69"	"None"	"None"	"17"	"Cc1c(C(=O)NCCCCNCc2ccc(C(=O)NCCCCNC(=O)c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3C)cc2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1"	"Emax"	"'='"	"67.43"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3380623"	"Inverse agonist activity at human CB1 receptor expressed in Sf9 cells coexpressing Gbeta1gamma2 and RSG4 assessed as degradation of [gamma-33P]GTP at 30 uM after 20 mins by steady-state GTPase assay relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351293"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"CHEMBL3308860"	""
"CHEMBL550309"	""	"None"	"453.59"	"1"	"5.40"	"13"	"Cc1ccc(C2c3cccn3-c3ccccc3N2C(=O)CN(C(=O)C2CCCC2)C2CC2)cc1"	"Activity"	"'='"	"91.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1059683"	"Inverse agonist activity at human CB1 receptor by [35S]GTPgammaS incorporation assay relative to rimonabant"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152367"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""
"CHEMBL3235059"	""	"None"	"396.41"	"0"	"4.38"	"17"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2c2ccc(C(F)(F)F)cn2)no1"	"EC50"	"'='"	"250.0"	"nM"	"6.60"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL3406631"	"Inhibition of human CB1 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3399936"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2015"	"CHEMBL3308072"	""
"CHEMBL4439036"	""	"None"	"326.42"	"0"	"4.82"	"22"	"Cc1ccc2c(C(C[N+](=O)[O-])c3cccs3)c(C3CC3)[nH]c2c1"	"Activity"	"'>'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4352686"	"Positive allosteric modulation of human CB1 receptor expressed in CHOK1 cells assessed as increase in CP55940-induced beta-arrestin recruitment at 1000 nM preincubated for 30 mins followed by CP55940 addition and measured after 90 to 180 mins by PathHunter assay relative to CP55940"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4350967"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"None"	""
"CHEMBL4576877"	""	"None"	"396.44"	"1"	"6.85"	"(R)-(-)-1; ABD1236"	"N#Cc1ccc2c([C@@H](CC(F)(F)F)c3cccs3)c(-c3ccccc3)[nH]c2c1"	"Emax"	"'='"	"25.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4352693"	"Agonist activity at human CB1 receptor expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 30 mins by PathHunter assay relative to CP55940"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4350967"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"None"	""
"CHEMBL4072418"	""	"None"	"647.55"	"2"	"6.42"	"25-(+/-)-cis"	"Cc1c(C(=O)N[C@@H]2CCCC[C@@H]2N(C)C)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1"	"Ki"	"'='"	"3.3"	"nM"	"8.48"	""	""	"UO_0000065"	"13.10"	"0.28"	"2.06"	"9.07"	"0"	"CHEMBL4022829"	"Displacement of [3H]CP55940 from recombinant human CB1 receptor expressed in beta-galactosidase expressing CHOK1 cell membranes after 60 mins by scintillation spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4020816"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL4086535"	""	"None"	"555.43"	"2"	"7.01"	"11a"	"Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCCCC(F)(F)F)cc1"	"Ki"	"'='"	"0.32"	"nM"	"9.49"	""	""	"UO_0000065"	"17.09"	"0.35"	"2.48"	"15.99"	"0"	"CHEMBL4022829"	"Displacement of [3H]CP55940 from recombinant human CB1 receptor expressed in beta-galactosidase expressing CHOK1 cell membranes after 60 mins by scintillation spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4020816"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL4067800"	""	"None"	"565.52"	"2"	"5.79"	"11e"	"CCCCS(=O)(=O)Oc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc(C(=O)NN3CCCCC3)c2C)cc1"	"Ki"	"'='"	"0.18"	"nM"	"9.74"	""	""	"UO_0000065"	"17.23"	"0.36"	"3.95"	"10.42"	"0"	"CHEMBL4022829"	"Displacement of [3H]CP55940 from recombinant human CB1 receptor expressed in beta-galactosidase expressing CHOK1 cell membranes after 60 mins by scintillation spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4020816"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL4082908"	""	"None"	"621.47"	"1"	"4.92"	"14a-(+/-)"	"Cc1c(C(=O)NN2CCCC(O)C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1"	"Ki"	"'='"	"0.27"	"nM"	"9.57"	""	""	"UO_0000065"	"15.40"	"0.33"	"4.65"	"8.41"	"0"	"CHEMBL4022829"	"Displacement of [3H]CP55940 from recombinant human CB1 receptor expressed in beta-galactosidase expressing CHOK1 cell membranes after 60 mins by scintillation spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4020816"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL4063825"	""	"None"	"620.48"	"2"	"5.85"	"19, cis/trans mixture"	"Cc1c(C(=O)NC2CCC(O)CC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1"	"Ki"	"'='"	"0.37"	"nM"	"9.43"	""	""	"UO_0000065"	"15.20"	"0.32"	"3.58"	"8.53"	"0"	"CHEMBL4022829"	"Displacement of [3H]CP55940 from recombinant human CB1 receptor expressed in beta-galactosidase expressing CHOK1 cell membranes after 60 mins by scintillation spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4020816"	"1"	"Scientific Literature"	"J Med Chem"	"2017"	"None"	""
"CHEMBL58"	"MITOXANTRONE"	"4.0"	"444.49"	"1"	"-0.14"	"MITOXANTRONE"	"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL2221249"	"COLISTIN"	"4.0"	"2296.97"	"None"	"None"	"COLISTIN"	"CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL12856"	"INAMRINONE"	"4.0"	"187.20"	"0"	"1.02"	"AMRINONE"	"Nc1cc(-c2ccncc2)c[nH]c1=O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909122"	"DRUGMATRIX: Cannabinoid CB1 radioligand binding (ligand: [3H] SR141716A)"	"B"	"BAO_0000249"	"cell membrane format"	"None"	"None"	"None"	"Chem-1"	"Membrane"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""
"CHEMBL4127405"	""	"None"	"342.44"	"0"	"2.01"	"22"	"O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCOCC2)nn1"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4119684"	"Agonist activity at CB1 receptor (unknown origin) expressed in CHO cells assessed as induction of calcium mobilization by fluo-4 AM dye-based fluorescence assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4118078"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2017"	"None"	""
"CHEMBL4483556"	""	"None"	"373.44"	"1"	"5.18"	"(+/-)-8"	"N#Cc1ccc2c(C(C[N+](=O)[O-])c3cccs3)c(-c3ccccc3)[nH]c2c1"	"Activity"	"'>'"	"50.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4352686"	"Positive allosteric modulation of human CB1 receptor expressed in CHOK1 cells assessed as increase in CP55940-induced beta-arrestin recruitment at 1000 nM preincubated for 30 mins followed by CP55940 addition and measured after 90 to 180 mins by PathHunter assay relative to CP55940"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4350967"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"None"	""
"CHEMBL575193"	""	"None"	"459.76"	"1"	"5.86"	"25"	"Cc1c(C(=O)NCc2ccc(Cl)cc2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1"	"Ki"	"'='"	"70.0"	"nM"	"7.16"	""	""	"UO_0000065"	"15.56"	"0.33"	"1.29"	"13.80"	"0"	"CHEMBL1049258"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154113"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2009"	"CHEMBL3307715"	""
"CHEMBL381689"	"SR-144528"	"None"	"476.06"	"1"	"6.81"	"SR144528"	"Cc1ccc(Cn2nc(C(=O)NC3C4(C)CCC(C4)C3(C)C)cc2-c2ccc(Cl)c(C)c2)cc1"	"Ki"	"'>'"	"2820.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL1817171"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811785"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"CHEMBL3307715"	""
"CHEMBL1814468"	""	"None"	"392.54"	"0"	"4.89"	"7c"	"CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2ccccc21"	"Ki"	"'='"	"31.3"	"nM"	"7.50"	""	""	"UO_0000065"	"19.12"	"0.35"	"2.61"	"14.69"	"0"	"CHEMBL1817171"	"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811785"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"CHEMBL3307715"	""
"CHEMBL2023580"	""	"None"	"443.57"	"0"	"4.49"	"18"	"O=C(O)c1cnc(NC(=O)c2cc3c(n(CC4CCCCC4)c2=O)CCCCCC3)s1"	"Ki"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2025416"	"Displacement of [3H]CP55940 from human CB1 receptor membrane fractions"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2021918"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2012"	"None"	""
"CHEMBL2338173"	""	"None"	"408.55"	"0"	"3.07"	"12"	"O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCN2CCOCC2)c2ccccc12"	"Emax"	"'='"	"109.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4374868"	"Agonist activity at human CB1-receptor expressed in CHO-K1 cells coexpressing G-alpha16 assessed as maximum efficacy by Fluo-4-AM dye based calcium mobilization assay relative to CP55940"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO-K1"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4373687"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"CHEMBL3307512"	""
"CHEMBL4550200"	""	"None"	"304.37"	"0"	"4.70"	"4f"	"O=C(Nc1ccc2ccccc2c1)c1nc2ccccc2s1"	"Activity"	""	""	""	""	""	"Active"	""	""	""	""	""	"0"	"CHEMBL4367896"	"Displacement of [3H]CP55940 from recombinant human CB1R expressed in HEK293 cell membranes at 10 uM incubated for 90 mins relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL218"	"Cannabinoid CB1 receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364306"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL3307715"	""
