gpcrdb_id,species,p-value,unit,pKi,assay_type,assay_des,source,molwt,logp,smiles,doi
175753,Human,7.0,pKi,7.0,Binding,Displacementof[3H]CP55940fromhumanCB1RinHEK293cellmembranesafter60minsliquidscintillationanalysisDisplacementof[3H]CP55940fromhumanCB1RinHEK293cellmembranesafter60minsliquidscintillationanalysis,ChEMBL,679,8,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C#CCCOC(=O)CCCCCCCCCCN)cc1,10.1016/j.bmcl.2019.126644
174210,Human,9.1,pKi,9.1,Binding,Displacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranesDisplacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranes,ChEMBL,577,6.6,O=C(NCC1CCCCC1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,10.1021/acs.jmedchem.9b00727
174261,Human,8.1,pKi,8.1,Binding,Displacementof[3H]CP55940fromhumanCB1RinHEK293cellmembranesafter60minsliquidscintillationanalysisDisplacementof[3H]CP55940fromhumanCB1RinHEK293cellmembranesafter60minsliquidscintillationanalysis,ChEMBL,541,6.9,CCOC(=O)c1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)cc1,10.1016/j.bmcl.2019.126644
174217,Human,9.0,pKi,9.0,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranesDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranes,ChEMBL,560,6.3,O=C(NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)c1ccccc1F,10.1016/j.bmc.2019.07.002
174853,Human,7.3,pKi,7.3,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,386,5.1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)c1cn(CCO)nc1-2,10.1021/acs.jmedchem.6b00397
174511,Human,6.2,pKi,6.2,Binding,Displacementof[3H]-CP-55940fromhumanCB1receptorexpressedinCHOcellmembranesafter1hrbybeta-countinganalysisDisplacementof[3H]-CP-55940fromhumanCB1receptorexpressedinCHOcellmembranesafter1hrbybeta-countinganalysis,ChEMBL,369,6,CCCCCn1c(=O)sc2cc(CC34CC5CC(CC(C5)C3)C4)ccc21,10.1016/j.ejmech.2018.12.008
174569,Human,7.8,pKi,7.8,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranesDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranes,ChEMBL,540,5.1,COCCOC(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,10.1016/j.bmc.2019.07.002
174522,Human,5.8,pKi,5.8,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,476,7.1,CCCCCCC(C)(C)c1cc(OCCCBr)c2c(c1)OC(C)(C)c1cn(C)nc1-2,10.1021/acs.jmedchem.6b00397
174659,Human,6.6,pKi,6.6,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,356,6,CCCCCCC(C)(C)c1cc(OC)c2c(c1)OC(C)(C)c1cn[nH]c1-2,10.1021/acs.jmedchem.6b00397
174758,Human,6.4,pKi,6.4,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesincubatedfor90minsbyCheng-PrusoffequationanalysisDisplacementof[3H]CP55940fromrecombinanthumanCB1RexpressedinHEK293cellmembranesincubatedfor90minsbyCheng-Prusoffequationanalysis,ChEMBL,332,4.4,Cc1nc(C(C)(C)C)sc1C(=O)NC12CC3CC(CC(C3)C1)C2,10.1016/j.ejmech.2019.07.002
174727,Human,9.0,pKi,9.0,Binding,Displacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranesDisplacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranes,ChEMBL,605,6.7,CCCN(CC(F)(F)F)C(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,10.1021/acs.jmedchem.9b00727
174783,Human,9.2,pKi,9.2,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranesDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHOcellmembranes,ChEMBL,536,6,O=C(NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)OC1CCC1,10.1016/j.bmc.2019.07.002
175087,Human,6.4,pKi,6.4,Binding,Displacementof3[H]-CP55940fromhumanrecombinantCB1receptorexpressedinHEK293cellmembranesmeasuredafter90minsbyCheng-PrusoffequationanalysisDisplacementof3[H]-CP55940fromhumanrecombinantCB1receptorexpressedinHEK293cellmembranesmeasuredafter90minsbyCheng-Prusoffequationanalysis,ChEMBL,491,6.9,COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(OCCN(C)Cc3ccccc3)cc2)cc1,10.1016/j.ejmech.2019.05.080
175022,Human,7.8,pKi,7.8,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,343,5.9,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)c1cnoc1-2,10.1021/acs.jmedchem.6b00397
175210,Human,8.2,pKi,8.2,Binding,Displacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranesDisplacementof[3H]CP55940fromhumanCB1receptorexpressedinHEK293cellmembranes,ChEMBL,617,6.9,O=C(NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)NC1(C(F)(F)F)CCCC1,10.1021/acs.jmedchem.9b00727
175142,Human,6.5,pKi,6.5,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,401,6,CCCCCCC(C)(C)c1cc(OCCCO)c2c(c1)OC(C)(C)c1cnoc1-2,10.1021/acs.jmedchem.6b00397
175252,Human,6.7,pKi,6.7,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethodDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinHEK293EBNAcellmembranesafter90minsbyliquidscintillationcountingmethod,ChEMBL,372,5.1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)c1cn(CO)nc1-2,10.1021/acs.jmedchem.6b00397
181174,Human,6.0,pKi,6.0,Binding,Displacementof[3H]CP-55940fromCB1receptor(unknownorigin)bycompetitivebindingassayDisplacementof[3H]CP-55940fromCB1receptor(unknownorigin)bycompetitivebindingassay,ChEMBL,421,4.5,O=C1/C(=C/c2cn(Cc3ccc(Br)cc3)c3ncccc23)N2CCC1CC2,10.1016/j.bmcl.2020.127501
178660,Human,5.5,pKi,5.5,Binding,Displacementof[3H]CP-55940fromCB1receptor(unknownorigin)bycompetitivebindingassayDisplacementof[3H]CP-55940fromCB1receptor(unknownorigin)bycompetitivebindingassay,ChEMBL,343,3.7,O=C1/C(=C/c2cn(Cc3ccccc3)c3ncccc23)N2CCC1CC2,10.1016/j.bmcl.2020.127501
183369,Human,9.1,pKi,9.1,Binding,NoneNone,PDSPKiDatabase,435,5.5,CC(F)(F)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,None
97210,Human,7.1,pKi,7.1,Binding,NoneNone,PDSPKiDatabase,440,4.3,Cc1c(C(=O)NCc2ccccc2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12,None
94911,Human,7.1,pKi,7.1,Binding,DisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cellsDisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cells,ChEMBL,454,4.6,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CC(C)CC(C)C4)cc3c2C)cc1,10.1016/j.bmcl.2007.11.133
94910,Human,7.0,pKi,7.0,Binding,DisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cellsDisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cells,ChEMBL,484,4.7,CCOc1ccccc1CNC(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C,10.1016/j.bmcl.2007.11.133
94912,Human,7.2,pKi,7.2,Binding,DisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cellsDisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cells,ChEMBL,470,4.3,COc1ccccc1CNC(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C,10.1016/j.bmcl.2007.11.133
97050,Human,7.1,pKi,7.1,Binding,DisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cellsDisplacementofradioligandfromhumanCB1receptorexpressedinHEK293cells,ChEMBL,418,4.1,Cc1c(C(=O)NC2CCCC2)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12,10.1016/j.bmcl.2007.11.133
189502,Human,6.2,pKi,6.2,Binding,NoneNone,PDSPKiDatabase,480,5,CC1CC(C)CN(S(=O)(=O)c2ccc(F)c(C(=O)NC(c3ccccc3)c3ccccc3)c2)C1,None
157963,Human,10.0,pKi,10.0,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,616,6.6,Cc1c(C(=O)Nc2ccc(F)nc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
57744,Human,8.4,pKi,8.4,Binding,"Displacementof[3H]CP55,940fromhumanCB1receptorexpressedininsectsf9membranesDisplacementof[3H]CP55,940fromhumanCB1receptorexpressedininsectsf9membranes",ChEMBL,501,3.1,O=C(NCCO)C1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)no2)CC1,10.1016/j.bmcl.2012.02.048
57741,Human,8.4,pKi,8.4,Binding,Displacementof[3H]CP55940fromhumancannabinoidCB1receptorexpressedininsectSf9cellsDisplacementof[3H]CP55940fromhumancannabinoidCB1receptorexpressedininsectSf9cells,ChEMBL,417,2.7,CN(CC(N)=O)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)no1,10.1016/j.bmcl.2011.01.082
183561,Human,9.7,pKi,9.7,Binding,Displacementof[3H]SR141716fromhumanrecombinantCB1receptorexpressedinHEK293cellsDisplacementof[3H]SR141716fromhumanrecombinantCB1receptorexpressedinHEK293cells,ChEMBL,420,6.5,CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)cc1)c1ccccc1S2,10.1021/jm801534c
1278,Human,7.4,pKi,7.4,Binding,UnclassifiedUnclassified,GuidetoPharmacology,314,5.7,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C,8819477
140938,Human,7.8,pKi,7.8,Binding,Displacementof[3H]SR-141716fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]SR-141716fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,446,6.6,Cc1c(/C=N/N2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.1021/jm060446b
140968,Human,6.7,pKi,6.7,Binding,Displacementof[3H]SR-141716fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]SR-141716fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,445,7.3,Cc1c(/C=C/N2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.1021/jm060446b
47283,Human,7.0,pKi,7.0,Binding,Displacementof[3H]WIN-55212-2fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]WIN-55212-2fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,475,7.2,Cc1c(C(=O)N(C)C2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.1021/jm060446b
160932,Human,8.8,pKi,8.8,Binding,DisplacementofradioligandfromhumanCB1receptorexpressedinCHOcellsDisplacementofradioligandfromhumanCB1receptorexpressedinCHOcells,ChEMBL,456,3.2,COC(=O)c1c(F)cccc1-c1ccc(CNC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,10.1016/j.bmcl.2010.09.121
183608,Human,8.9,pKi,8.9,Binding,Displacementof[3H]SR141716fromhumanrecombinantCB1receptorexpressedinHEK293cellsDisplacementof[3H]SR141716fromhumanrecombinantCB1receptorexpressedinHEK293cells,ChEMBL,426,6.4,CC(C)CNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)s1)c1ccccc1S2,10.1021/jm801534c
85329,Human,8.7,pKi,8.7,Binding,Displacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcellsDisplacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcells,ChEMBL,487,6.8,Cc1c2c(n(-c3ccc(Cl)cc3Cl)c1-c1ccc(Cl)cc1)CCN(N1CCCCC1)C2=O,10.1016/j.bmcl.2006.10.095
155365,Human,9.4,pKi,9.4,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,619,5.8,Cc1c(C(=O)NC2CCC(O)CC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
155613,Human,9.5,pKi,9.5,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,666,7.5,Cc1c(C(=O)Nc2ccc(C(F)(F)F)nc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
155279,Human,11.0,pKi,11.0,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,619,5.8,Cc1c(C(=O)N[C@@H]2CCCC[C@@H]2O)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
158978,Human,9.5,pKi,9.5,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,568,5.4,Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCCF)cc1,10.1021/acs.jmedchem.7b00861
157886,Human,9.7,pKi,9.7,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,681,8,Cc1c(C(=O)Nc2ccc(OC(F)(F)F)cc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
156980,Human,9.6,pKi,9.6,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,620,4.9,Cc1c(C(=O)NN2CCCC(O)C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
157660,Human,9.5,pKi,9.5,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,619,5.8,Cc1c(C(=O)N[C@@H]2CCCC[C@H]2O)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
157199,Human,9.3,pKi,9.3,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,618,5.8,Cc1c(C(=O)N[C@H]2CCCC[C@H]2N)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OS(=O)(=O)CCC(F)(F)F)cc1,10.1021/acs.jmedchem.7b00861
156620,Human,10.0,pKi,10.0,Binding,Displacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometryDisplacementof[3H]CP55940fromrecombinanthumanCB1receptorexpressedinbeta-galactosidaseexpressingCHOK1cellmembranesafter60minsbyscintillationspectrometry,ChEMBL,504,6,Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(OCCCF)cc1,10.1021/acs.jmedchem.7b00861
120833,Human,7.2,pKi,7.2,Binding,Displacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysisDisplacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysis,ChEMBL,330,4.7,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@@H](O)C(C)=C[C@@H]21,10.1021/acs.jnatprod.5b00065
178079,Human,5.7,pKi,5.7,Binding,Displacementof[3H]CP-55940fromhumanclonedCB1receptorbyscintillationspectrometryDisplacementof[3H]CP-55940fromhumanclonedCB1receptorbyscintillationspectrometry,ChEMBL,366,2.5,Cc1ccc(NC(=O)C2CCCCC2)cc1S(=O)(=O)N1CCOCC1,10.1016/j.bmcl.2008.11.091
85012,Human,6.7,pKi,6.7,Binding,Displacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcellsDisplacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcells,ChEMBL,379,4.3,CCCCCCc1ccc(OCCCCCCCC(=O)NCCO)cc1O,10.1016/j.bmc.2007.05.060
85445,Human,6.6,pKi,6.6,Binding,Displacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcellsDisplacementof[3H]CP-55940fromhumanCB1receptorexpressedinHEKcells,ChEMBL,376,5.4,Cc1cn(-c2ccc(Cl)cc2Cl)c2c1C(=O)N(C1CCCCC1)CC2,10.1016/j.bmcl.2006.10.095
51324,Human,7.3,pKi,7.3,Binding,DisplacementofCP-55940bindingfromrecombinanthumancannabinoidreceptor1expressedinCHOcellsDisplacementofCP-55940bindingfromrecombinanthumancannabinoidreceptor1expressedinCHOcells,ChEMBL,456,4.2,N=C(NS(=O)(=O)c1ccc(F)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1,10.1021/jm031019q
2559,Human,8.4,pKi,8.4,Binding,UnclassifiedUnclassified,GuidetoPharmacology,372,6.3,CCCCCCC(c1cc(O)c2c(c1)OC(C1C2CC(=O)CC1)(C)C)(C)C,21885167
120839,Human,5.3,pKi,5.3,Binding,Displacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysisDisplacementof[3H]CP55940fromfulllengthhumanrecombinantCB1receptorexpressedinHEK293cellsafter90minsbyscintillationcountinganalysis,ChEMBL,348,3.9,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@](C)(O)[C@@H](O)[C@@H]21,10.1021/acs.jnatprod.5b00065
3518,Human,6.0,pKi,6.0,Binding,NoneNone,PDSPKiDatabase,198,2.7,Nc1c2CCCCc2nc2c1cccc2,None
192559,Human,7.4,pKi,7.4,Binding,Bindingaffinityagainsthumancannabinoidreceptorbyusingradioligand([3H]CP-55940)assay.Bindingaffinityagainsthumancannabinoidreceptorbyusingradioligand([3H]CP-55940)assay.,ChEMBL,370,7.3,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C)C[C@H]21,10.1016/0960-894X(95)00573-C
103012,Human,5.5,pKi,5.5,Binding,Evaluatedforbindingaffinityagainstrecombinanthumancentralcannabinoidreceptor1Evaluatedforbindingaffinityagainstrecombinanthumancentralcannabinoidreceptor1,ChEMBL,432,4.8,COc1ccc2c(c1)c(CN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl,10.1016/0960-894X(96)00426-X
109290,Human,5.6,pKi,5.6,Binding,Displacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHO-K1cellsbyliquidscintillationcountingDisplacementof[3H]-CP55940fromhumanCB1receptorexpressedinCHO-K1cellsbyliquidscintillationcounting,ChEMBL,413,4.5,Cc1c2n(c(=O)c3cc(OC(=O)C(C)(C)C)cc(OC(=O)C(C)(C)C)c13)CCCC2,10.1021/jm4005626
2708,Human,5.3,pKi,5.3,Binding,NoneNone,PDSPKiDatabase,299,4.6,CCCCCCCCCCCCCCCC(=O)NCCO,None
85176,Human,8.2,pKi,8.2,Binding,AntagonistactivityatCB1receptor(unknownorigin)AntagonistactivityatCB1receptor(unknownorigin),ChEMBL,453,6.2,Cc1c(C(=O)NCC23CC4CC(CC(C4)C2)C3)nn(CCCCCCl)c1-c1ccccc1,10.1007/s00044-012-0418-y
139669,Human,8.0,pKi,8.0,Binding,Displacementof[3H]CP55940fromhumanCB1receptorafter1hrbyliquidscintillationspectrometryDisplacementof[3H]CP55940fromhumanCB1receptorafter1hrbyliquidscintillationspectrometry,ChEMBL,318,6.4,CCCCCCC(C)(C)c1cc(O)c(C2CCCCC2)c(O)c1,10.1021/acsmedchemlett.6b00009
187125,Human,6.1,pKi,6.1,Binding,NoneNone,PDSPKiDatabase,407,5.3,O=C(Cc1ccc(Br)cc1)NCCC(c1ccccc1)c1ccccc1,None
365,Human,8.6,pKi,8.6,Binding,Displacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinHEKcellsDisplacementof[3H]CP-55940fromhumanrecombinantCB1receptorexpressedinHEKcells,ChEMBL,554,5.9,Ic1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,10.1016/j.bmc.2008.06.001
3628,Human,5.0,pKi,5.0,Binding,NoneNone,PDSPKiDatabase,371,2.4,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,None
183574,Human,8.6,pKi,8.6,Binding,BindingaffinitytoCB1receptorBindingaffinitytoCB1receptor,ChEMBL,399,5.3,CC(C)N1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,10.1021/jm900255t
85156,Human,8.3,pKi,8.3,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,443,5.9,COc1ccc(-n2cc(C(=O)NC3CCCCC3)nc2-c2ccc(Cl)cc2Cl)cc1,10.1016/j.bmcl.2007.03.011
85157,Human,8.1,pKi,8.1,Binding,Displacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cellsDisplacementof[3H]CP-559440fromhumanCB1receptorexpressedinHEK293cells,ChEMBL,431,6,O=C(NC1CCCCC1)c1cn(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2Cl)n1,10.1016/j.bmcl.2007.03.011
7325,Human,7.5,pKi,7.5,Binding,Displacementof[3H]CP-55940fromhumanCB1receptorexpressedinCHOcellsDisplacementof[3H]CP-55940fromhumanCB1receptorexpressedinCHOcells,ChEMBL,478,5.1,O=C(NN1CCCCC1)c1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(Cl)cc2)c1CO,10.1016/j.bmcl.2010.03.068
162476,Human,7.9,pKi,7.9,Binding,EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1,ChEMBL,488,6.2,Cc1c(C(=O)NN2CC3CCCC3C2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1016/j.bmcl.2003.12.068
7386,Human,7.9,pKi,7.9,Binding,NoneNone,PDSPKiDatabase,494,6.4,CSc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,None
97793,Human,7.2,pKi,7.2,Binding,EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1EvaluatedforbindingaffinitytowardshumanCannabinoidreceptor1,ChEMBL,474,5.9,O=C(NN1CC2CCCC2C1)c1cn(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1,10.1016/j.bmcl.2003.12.068
7385,Human,8.0,pKi,8.0,Binding,NoneNone,PDSPKiDatabase,574,6.2,O=C(NN1CCCCC1)c1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(Cl)cc2)c1I,None
61339,Human,7.7,pKi,7.7,Binding,InvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcellsInvitrodisplacementofCP-55940bindingtohumanCB1receptorexpressedinCHOcells,ChEMBL,473,6.7,Cc1c(C(=O)NC2CC3CCC2C3)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,10.1021/jm040843r
